municipio;regiao_administrativa;regiao_governo;populacao2017;pib2017;pib_per_capita2017;score;ranking;tarifa_agua_norm;tarifa_esgoto_norm;atendimento;coleta;tratamento;sqrt_inv_per_capita_norm;perdas_norm;desempenho_norm
Vista Alegre do Alto;Barretos;Barretos;    8335;   353695; 42,434913;77,96760;  1; 77,495463; 88,71473; 92,24; 99,12; 99,12; 14,3519125; 79,2287132; 73,470015
Urupês;São José do Rio Preto;Catanduva;   13655;   390043; 28,564116;76,68404;  2; 90,744102; 91,69279; 88,99;100,00;100,00;  0,0000000; 89,9452717; 52,100131
Taiúva;Barretos;Barretos;    5603;   116073; 20,716223;75,24809;  3; 95,825771; 96,86520;100,00; 97,69; 97,69;  2,5338668;100,0000000; 11,379866
Taquaral;Ribeirão Preto;Ribeirão Preto;    2823;    38032; 13,472193;74,66013;  4; 90,381125; 93,41693;100,00; 99,32; 99,32;  0,0000000;100,0000000; 14,842970
Dobrada;Região Administrativa Central;Araraquara;    8744;   117041; 13,385293;74,14633;  5; 92,740472; 94,51411; 97,77;100,00;100,00;  0,0000000; 74,7359043; 33,410121
Ibaté;Região Administrativa Central;São Carlos;   34226;   915873; 26,759569;74,13687;  6; 78,039927; 88,08777; 96,01; 95,88; 95,88;  5,7214751; 99,9236350; 33,552177
Cerqueira César;Sorocaba;Avaré;   19495;   753006; 38,625596;74,01088;  7; 89,110708; 91,84953; 96,09;100,00; 74,06;  6,4537802; 81,8123966; 52,710589
Holambra;Campinas;Campinas;   14012;   908165; 64,813374;73,69998;  8; 63,883848; 68,96552; 95,00;100,00;100,00; 43,3301685; 73,3231513; 45,097136
Sabino;Bauru;Lins;    5549;   118111; 21,285096;73,61050;  9; 84,029038; 86,67712;100,00; 81,47; 81,47;  0,0000000; 97,5054092; 57,732473
Igaraçu do Tietê;Bauru;Jaú;   24596;   299508; 12,177102;73,30593; 10; 86,751361; 89,96865; 98,06; 96,13; 85,74;  0,0000000; 99,2745323; 30,522921
Guaiçara;Bauru;Lins;   11869;   185266; 15,609234;73,21509; 11; 89,292196; 93,10345;100,00; 97,39; 97,39;  3,4988122; 88,1761487; 16,870153
Pradópolis;Ribeirão Preto;Ribeirão Preto;   20516;   840208; 40,953792;73,19025; 12; 94,192377; 96,08150; 99,55;100,00;100,00;  0,0000000; 62,3647703; 33,333333
Jaci;São José do Rio Preto;São José do Rio Preto;    6728;   342924; 50,969679;73,06693; 13; 88,566243; 93,73041; 86,11; 98,80; 98,80;  0,0000000;100,0000000; 18,528757
Bilac;Araçatuba;Araçatuba;    7837;   184903; 23,593594;73,05472; 14; 78,402904; 86,20690; 98,59; 88,24; 88,24;  0,0000000; 99,5418099; 45,216156
Conchal;Campinas;Limeira;   27554;   656033; 23,808993;72,97981; 15; 86,569873; 91,37931; 99,03; 92,47; 77,96;  9,6957250; 91,8798524; 34,853720
Tabapuã;São José do Rio Preto;Catanduva;   12251;   241952; 19,749571;72,51996; 16; 86,569873; 87,14734;100,00; 88,26; 88,26;  0,0000000; 90,0852743; 39,837211
Clementina;Araçatuba;Araçatuba;    8254;   245147; 29,700388;72,48634; 17; 75,317604; 84,95298; 95,31; 98,48; 98,48; 15,0556656; 76,6959399; 35,598556
Potirendaba;São José do Rio Preto;São José do Rio Preto;   17002;   531603; 31,267086;72,45736; 18; 90,381125; 92,63323; 98,85; 87,79; 87,79;  0,0000000;100,0000000; 22,214543
Tupi Paulista;Presidente Prudente;Dracena;   15321;   282161; 18,416618;72,40102; 19; 74,410163; 82,28840;100,00; 97,44; 97,44;  0,0000000; 87,4506809; 40,178914
Itirapina;Campinas;Rio Claro;   17589;   386254; 21,959975;72,38971; 20; 71,506352; 68,65204; 79,39;100,00;100,00; 10,1002201; 95,0999109; 54,369193
Nuporanga;Franca;São Joaquim da Barra;    7341;   527532; 71,861054;72,30761; 21; 78,402904; 90,12539; 98,38; 99,34; 99,34;  4,2147117; 61,7793051; 46,878599
Barbosa;Araçatuba;Araçatuba;    7251;    89433; 12,333885;72,19376; 22; 90,562613; 91,53605; 98,91; 97,01; 93,69;  2,0584414; 84,7397225; 19,043231
Nantes;Presidente Prudente;Presidente Prudente;    3049;   150435; 49,339128;71,98736; 23; 85,117967; 90,43887;100,00;100,00;100,00;  0,0000000; 83,0342370; 17,307840
Santópolis do Aguapeí;Araçatuba;Araçatuba;    4687;    60817; 12,975677;71,89663; 24; 53,176044; 61,91223; 89,93;100,00;100,00; 50,6275798; 99,9618175; 19,565384
Rio Claro;Campinas;Rio Claro;  202952;  9418391; 46,406988;71,65454; 25; 50,453721; 73,04075;100,00; 97,79; 89,98;  0,0000000; 80,6541937; 81,317669
Guaimbê;Bauru;Lins;    5737;    72070; 12,562315;71,45470; 26; 98,003630; 99,21630; 99,90; 86,06; 86,06;  0,0000000; 81,8378516; 20,559779
Bariri;Bauru;Jaú;   34602;  1146339; 33,129270;71,37114; 27; 83,484574; 88,08777; 99,91; 91,70; 91,70;  3,7200457; 83,0724195; 29,294325
Bálsamo;São José do Rio Preto;São José do Rio Preto;    8908;   203308; 22,823080;71,35085; 28; 91,470054; 92,63323;100,00; 80,77; 80,77;  1,8739651;100,0000000; 23,289565
Santa Lúcia;Região Administrativa Central;Araraquara;    8758;   127361; 14,542247;71,32536; 29; 92,558984; 96,08150; 93,42; 98,97; 98,97;  0,0000000; 77,3450426; 13,257314
Novais;São José do Rio Preto;Catanduva;    5527;    60081; 10,870454;71,14053; 30; 97,822142; 96,70846; 91,05; 92,31; 61,54;  0,0000000;100,0000000; 29,693619
Andradina;Araçatuba;Andradina;   57350;  1971995; 34,385266;70,84246; 31; 56,261343; 64,89028; 96,89;100,00;100,00; 36,2828109; 72,6740486; 39,741227
Santana da Ponte Pensa;São José do Rio Preto;Jales;    1555;    34554; 22,221222;70,83014; 32; 53,357532; 62,22571; 88,85;100,00;100,00; 25,8222452;100,0000000; 36,385625
São João das Duas Pontes;São José do Rio Preto;Fernandópolis;    2601;    42032; 16,159938;70,77383; 33; 51,905626; 61,28527; 99,96;100,00;100,00; 21,5765687; 97,2890416; 34,174153
Adolfo;São José do Rio Preto;São José do Rio Preto;    3609;    99735; 27,635079;70,68924; 34; 53,176044; 61,75549; 99,89;100,00;100,00; 18,8525356;100,0000000; 31,839822
Reginópolis;Bauru;Bauru;    9042;   147144; 16,273391;70,58014; 35; 83,666062; 87,93103; 94,10; 94,57; 89,45;  0,0000000; 76,7723050; 38,151732
Rancharia;Presidente Prudente;Presidente Prudente;   29821;  1323712; 44,388585;70,54203; 36; 86,751361; 91,06583; 93,47; 99,83; 99,83;  9,3219351; 61,2574774; 22,809644
Braúna;Araçatuba;Araçatuba;    5557;    94531; 17,011157;70,54065; 37; 72,050817; 75,07837; 88,15; 81,66; 81,66;  0,0000000;100,0000000; 65,726023
Guarani d'Oeste;São José do Rio Preto;Fernandópolis;    2017;    34008; 16,860684;70,53263; 38; 49,546279; 59,56113; 99,15;100,00;100,00; 24,4555641;100,0000000; 31,548030
Américo de Campos;São José do Rio Preto;Votuporanga;    5967;   104697; 17,546003;70,48966; 39; 90,381125; 92,47649; 85,63; 83,84; 83,84;  9,9997914; 93,6617029; 24,088152
Catanduva;São José do Rio Preto;Catanduva;  120691;  3974659; 32,932522;70,38143; 40; 66,424682; 61,59875; 98,28;100,00; 86,78; 13,5205608; 89,0543464; 47,393074
Meridiano;São José do Rio Preto;Fernandópolis;    3892;   289767; 74,451953;70,16497; 41; 51,905626; 60,65831; 99,17; 99,89; 99,89; 20,9493951; 95,6344661; 33,221992
Ouroeste;São José do Rio Preto;Fernandópolis;    9897;   439499; 44,407295;70,07567; 42; 50,816697; 60,34483;100,00;100,00;100,00; 12,8591423; 99,1854397; 37,399217
Queiroz;Marília;Tupã;    3267;   368857;112,903887;69,98198; 43; 52,813067; 62,06897;100,00;100,00;100,00; 16,2054809;100,0000000; 28,768333
Ituverava;Franca;Franca;   41414;  1619182; 39,097455;69,98071; 44; 80,943739; 87,61755;100,00;100,00;100,00;  8,1531146; 52,0554919; 31,075789
Santa Ernestina;Região Administrativa Central;Araraquara;    5662;    92068; 16,260685;69,95741; 45; 52,268603; 61,75549;100,00;100,00;100,00; 19,3568506; 93,4326079; 32,845734
Regente Feijó;Presidente Prudente;Presidente Prudente;   19985;   655921; 32,820665;69,94880; 46; 52,631579; 61,59875; 99,86;100,00;100,00; 20,7555427; 95,3926435; 29,351916
Borá;Marília;Tupã;     839;    74165; 88,396901;69,93164; 47; 53,357532; 62,22571;100,00;100,00;100,00;  9,3655191;100,0000000; 34,504338
Pontes Gestal;São José do Rio Preto;Votuporanga;    2594;   152387; 58,745952;69,84640; 48; 51,179673; 60,34483;100,00; 95,56; 95,56; 16,1205179;100,0000000; 40,006143
Populina;São José do Rio Preto;Fernandópolis;    4240;    98374; 23,201415;69,73814; 49; 53,539020; 62,53918; 99,52;100,00;100,00; 16,3221101;100,0000000; 25,984796
São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;  450657; 16493968; 36,599826;69,72027; 50; 62,431942; 65,67398; 95,81; 89,03; 89,03; 27,8295194; 86,6106656; 41,346080
Paranapuã;São José do Rio Preto;Jales;    4051;    98637; 24,348803;69,71460; 51; 52,450091; 60,97179;100,00;100,00;100,00; 10,9596233; 99,4145348; 33,920756
João Ramalho;Marília;Tupã;    4468;   179068; 40,077887;69,59040; 52; 71,143376; 86,67712; 85,38; 81,23; 81,23;  0,0000000; 51,0627466;100,000000
Colina;Barretos;Barretos;   18376;   948979; 51,642305;69,53614; 53; 75,499093; 79,46708; 88,18;100,00;100,00; 12,0153683; 67,5830470; 33,544498
Taiaçu;Barretos;Barretos;    6255;    92579; 14,800799;69,30787; 54; 88,929220; 91,37931;100,00; 89,41; 89,41;  0,0000000; 60,5574647; 34,776933
Irapuã;São José do Rio Preto;Catanduva;    7878;   149375; 18,961031;69,29310; 55; 52,087114; 60,81505; 87,78; 99,56; 99,56; 15,2736893;100,0000000; 39,268986
Presidente Alves;Bauru;Bauru;    4155;    63297; 15,233935;69,25824; 56; 52,631579; 62,06897; 89,82;100,00;100,00; 20,7877427; 99,8472700; 28,910389
Araçatuba;Araçatuba;Araçatuba;  194874;  6970533; 35,769436;69,24766; 57; 58,983666; 63,94984; 98,07;100,00;100,00; 32,0561776; 68,4866998; 32,434923
Dracena;Presidente Prudente;Dracena;   46324;  1166835; 25,188563;69,23298; 58; 63,157895; 76,64577;100,00; 96,00; 96,00; 11,1173525; 75,8050146; 35,137833
Osvaldo Cruz;Presidente Prudente;Adamantina;   32709;   878449; 26,856492;69,17785; 59; 47,368421; 56,26959; 96,18;100,00;100,00; 21,7289953; 97,4290442; 34,446748
Vitória Brasil;São José do Rio Preto;Jales;    1833;    33787; 18,432624;69,16010; 60; 52,268603; 61,75549; 89,59; 97,05; 97,05; 15,8224639; 97,3654066; 42,378868
Santa Clara d'Oeste;São José do Rio Preto;Jales;    2134;    67158; 31,470478;69,15008; 61; 50,816697; 59,71787;100,00;100,00;100,00; 15,1931434; 97,0344915; 30,438455
Santa Albertina;São José do Rio Preto;Jales;    5999;   194015; 32,341224;69,14407; 62; 53,901996; 62,69592;100,00;100,00;100,00;  7,9612149; 98,7654321; 29,827997
Brotas;Campinas;Rio Claro;   23858;   804016; 33,700059;69,11772; 63; 75,680581; 77,89969;100,00;100,00;100,00; 14,2828081; 56,9937635; 28,084927
Dolcinópolis;São José do Rio Preto;Jales;    2136;    44854; 20,999064;69,07194; 64; 49,727768; 58,62069;100,00;100,00;100,00; 11,2232419; 99,8854525; 33,118329
General Salgado;Araçatuba;Araçatuba;   10951;   259863; 23,729614;68,97042; 65; 51,542650; 60,81505;100,00; 97,68; 97,68; 13,9395580; 99,0072547; 31,098825
Mirassolândia;São José do Rio Preto;São José do Rio Preto;    4758;   110125; 23,145229;68,91851; 66;100,000000; 98,90282;100,00; 75,76; 75,76;  0,0000000;100,0000000;  0,925286
Tarumã;Marília;Assis;   14547;   890298; 61,201485;68,86829; 67; 50,453721; 60,34483; 99,41; 98,55; 98,55; 14,6412229; 86,9670358; 42,029486
Jales;São José do Rio Preto;Jales;   49110;  1394460; 28,394624;68,84360; 68; 47,912886; 56,89655;100,00;100,00;100,00; 16,4108587; 93,9798905; 35,548645
Pongaí;Bauru;Lins;    3480;    76270; 21,916667;68,82450; 69; 51,724138; 60,03135; 96,53;100,00;100,00; 11,8998473; 99,7072674; 30,703371
Dirce Reis;São José do Rio Preto;Jales;    1785;    60552; 33,922689;68,80098; 70; 54,083485; 62,85266; 83,26; 97,94; 97,94; 13,9454623;100,0000000; 40,386240
Anhumas;Presidente Prudente;Presidente Prudente;    4053;    83443; 20,587960;68,77079; 71; 50,635209; 58,93417; 98,14; 97,95; 97,95; 20,4838119;100,0000000; 26,073101
Quintana;Marília;Tupã;    6530;   157247; 24,080704;68,75881; 72; 47,368421; 54,54545;100,00; 98,61; 98,61; 23,9757831; 99,8472700; 27,113568
Nova Independência;Araçatuba;Andradina;    3745;   134231; 35,842724;68,68983; 73; 94,192377; 94,67085;100,00; 93,08; 93,08;  8,1358850; 64,8084511;  1,551102
Cardoso;São José do Rio Preto;Votuporanga;   12328;   259557; 21,054267;68,68774; 74; 51,905626; 60,34483;100,00; 93,49; 93,49; 24,2137523;100,0000000; 26,057744
Parapuã;Marília;Tupã;   11073;   358234; 32,352027;68,66729; 75; 51,905626; 61,12853; 93,21;100,00;100,00; 14,5331437;100,0000000; 28,561007
Severínia;Barretos;Barretos;   17115;   233916; 13,667309;68,60718; 76; 83,666062; 88,87147;100,00; 95,33; 94,38;  6,9177452; 56,7519409; 22,940183
Magda;São José do Rio Preto;Votuporanga;    3185;   106567; 33,459027;68,60261; 77; 50,635209; 56,11285; 94,26;100,00;100,00; 22,1231110; 96,8944890; 28,795208
Paraguaçu Paulista;Marília;Assis;   45255;  1235133; 27,292741;68,58741; 78; 49,727768; 58,30721; 94,14;100,00;100,00; 29,5907292; 90,6071019; 26,326499
Valentim Gentil;São José do Rio Preto;Votuporanga;   12800;   328002; 25,625156;68,51559; 79; 51,361162; 60,34483;100,00;100,00;100,00; 14,3188071; 93,4198804; 28,680028
Tupã;Marília;Tupã;   65758;  1760413; 26,771085;68,51497; 80; 45,916515; 54,85893;100,00; 98,21; 98,21; 17,6319199; 95,3671885; 37,925209
Álvares Machado;Presidente Prudente;Presidente Prudente;   24813;   509446; 20,531415;68,47539; 81; 50,453721; 59,71787;100,00;100,00;100,00; 21,5003532; 91,5362097; 24,594947
Rubiácea;Araçatuba;Araçatuba;    3046;    62016; 20,359816;68,47385; 82; 54,083485; 62,85266; 92,50;100,00;100,00; 11,8476908;100,0000000; 26,506949
Três Fronteiras;São José do Rio Preto;Jales;    5767;   107546; 18,648517;68,45825; 83; 51,905626; 61,12853;100,00; 95,73; 95,73; 23,3437004; 95,5326460; 24,295477
Cândido Mota;Marília;Assis;   31263;  1005667; 32,167962;68,40673; 84; 75,499093; 79,62382; 93,77; 98,00; 98,00;  5,9683690; 68,7030673; 27,689472
Nova Canaã Paulista;São José do Rio Preto;Jales;    1978;    36621; 18,514156;68,37567; 85; 52,631579; 62,06897; 85,82;100,00;100,00; 22,4388927;100,0000000; 24,045919
Mariápolis;Presidente Prudente;Adamantina;    4087;    60752; 14,864693;68,36647; 86; 53,357532; 62,38245; 85,11;100,00;100,00; 16,5804933; 98,9054346; 30,595869
Ribeirão dos Índios;Presidente Prudente;Presidente Prudente;    2243;    37723; 16,818101;68,32190; 87; 54,627949; 63,47962; 90,53;100,00;100,00;  8,2472262; 96,6526664; 33,037703
Narandiba;Presidente Prudente;Presidente Prudente;    4746;   204905; 43,174252;68,26791; 88; 50,453721; 59,71787; 95,45; 99,94; 99,94; 13,5166019;100,0000000; 27,125086
Floreal;São José do Rio Preto;Votuporanga;    2982;    59454; 19,937626;68,23991; 89; 50,453721; 59,40439; 92,37;100,00;100,00; 15,8391178; 94,4380807; 33,413960
Santa Adélia;São José do Rio Preto;Catanduva;   15331;   323261; 21,085448;68,23116; 90; 88,566243; 90,43887; 98,43; 76,81; 69,20; 16,6407934; 83,2378771; 22,525532
Nova Guataporanga;Presidente Prudente;Dracena;    2304;    27941; 12,127170;68,22027; 91; 51,905626; 60,97179; 94,54;100,00;100,00; 14,8519755; 90,0980018; 33,394763
Urânia;São José do Rio Preto;Jales;    9148;   191071; 20,886642;68,21863; 92; 49,001815; 55,79937; 94,21;100,00;100,00; 15,7296598; 96,9453990; 34,062812
Poloni;São José do Rio Preto;São José do Rio Preto;    5935;   143949; 24,254254;68,21285; 93; 50,272232; 57,99373; 92,87;100,00;100,00; 20,0419151; 96,2326588; 28,292252
Franca;Franca;Franca;  347237;  9409310; 27,097660;68,19525; 94; 47,731397; 56,73981;100,00; 98,66; 98,66; 26,5648144; 86,2415680; 30,964448
Monções;São José do Rio Preto;Votuporanga;    2249;    73462; 32,664295;68,15977; 95; 52,268603; 60,97179; 98,45; 99,64; 99,64; 21,9798123; 89,1688940; 23,159026
Fernandópolis;São José do Rio Preto;Fernandópolis;   68670;  1930276; 28,109451;68,14773; 96; 47,731397; 56,89655;100,00; 96,25; 96,25; 20,0380081; 93,0507827; 34,965062
Santo Anastácio;Presidente Prudente;Presidente Prudente;   21030;   422326; 20,082073;68,14068; 97; 51,361162; 60,18809; 92,12;100,00;100,00; 16,1825464; 89,0416189; 36,232051
Uru;Bauru;Lins;    1207;    54568; 45,209611;68,13948; 98; 50,272232; 58,62069;100,00;100,00;100,00; 11,9504978;100,0000000; 24,272441
Votorantim;Sorocaba;Sorocaba;  119898;  3001782; 25,036131;68,12408; 99; 53,720508; 63,79310; 96,19; 95,44; 90,11; 24,8627818; 87,8961436; 32,980112
Piacatu;Araçatuba;Araçatuba;    5846;    95837; 16,393602;68,08680;100; 52,450091; 61,59875; 96,00; 99,37; 99,37; 20,5723352; 87,9470536; 27,386163
Estrela d'Oeste;São José do Rio Preto;Fernandópolis;    8466;   859459;101,518899;68,04777;101; 48,820327; 58,15047; 94,44; 95,63; 95,63; 20,4499634; 98,5999745; 32,661445
Tarabai;Presidente Prudente;Presidente Prudente;    7302;   108579; 14,869762;68,01819;102; 53,357532; 62,38245; 86,95;100,00;100,00; 16,7375095; 98,3454245; 26,372572
Sud Mennucci;Araçatuba;Andradina;    7733;   179283; 23,184146;68,00865;103; 50,998185; 60,50157; 96,17; 99,45; 99,45; 12,6078506; 95,6471936; 29,244414
Quatá;Marília;Tupã;   13893;   457945; 32,962283;68,00850;104; 51,361162; 60,50157; 93,10;100,00;100,00; 22,7013304; 90,5689194; 25,835061
Ibirá;São José do Rio Preto;São José do Rio Preto;   12096;   245908; 20,329696;67,94645;105; 51,905626; 59,40439; 90,61; 97,25; 97,25; 22,1567476; 99,1981672; 25,796667
Nova Granada;São José do Rio Preto;São José do Rio Preto;   21071;   459182; 21,792131;67,93679;106; 51,724138; 59,56113; 92,94; 97,37; 97,37; 18,9603935; 95,1762759; 30,392383
Oriente;Marília;Marília;    6473;    99054; 15,302642;67,89351;107; 53,539020; 62,69592; 95,21;100,00;100,00; 10,4525470; 95,8762887; 25,374338
Flora Rica;Presidente Prudente;Adamantina;    1571;    39238; 24,976448;67,87117;108; 53,357532; 62,22571; 90,73;100,00;100,00; 14,5082996; 93,3180603; 28,829763
Nipoã;São José do Rio Preto;São José do Rio Preto;    4994;    87351; 17,491189;67,85299;109; 53,720508; 62,22571; 88,53; 97,30; 97,30; 17,9318147;100,0000000; 25,815864
Saltinho;Campinas;Piracicaba;    8019;   234405; 29,231201;67,84289;110; 54,446461; 63,79310; 89,71;100,00;100,00;  4,6081434; 85,5797378; 44,605698
Sagres;Presidente Prudente;Adamantina;    2453;    43299; 17,651447;67,81703;111; 53,176044; 62,38245; 87,52;100,00;100,00; 12,0167714; 95,4053710; 32,035629
Estrela do Norte;Presidente Prudente;Presidente Prudente;    2769;    64470; 23,282774;67,81429;112; 49,909256; 59,24765; 94,24;100,00;100,00; 12,7838243; 98,9436172; 27,390002
Santa Fé do Sul;São José do Rio Preto;Jales;   31802;  1013729; 31,876266;67,79244;113; 69,872958; 76,33229;100,00;100,00; 84,57; 16,1031368; 67,9521446; 27,509022
Gastão Vidigal;Araçatuba;Araçatuba;    4683;    66694; 14,241725;67,77361;114; 53,357532; 61,75549; 80,40;100,00;100,00; 23,3575039; 97,7981418; 25,520233
São Francisco;São José do Rio Preto;Jales;    2850;    47985; 16,836842;67,73953;115; 51,905626; 60,97179; 91,19;100,00;100,00; 13,2117204; 97,6963218; 26,940797
Pontalinda;São José do Rio Preto;Jales;    4519;    84618; 18,724939;67,69890;116; 54,264973; 63,16614; 81,97;100,00;100,00; 16,1169998;100,0000000; 26,073101
Vargem Grande do Sul;Campinas;São João da Boa Vista;   42310;   945585; 22,348972;67,68482;117; 73,502722; 78,84013; 98,80; 88,34; 79,51; 11,1430864; 82,1942217; 29,148430
Fernando Prestes;Região Administrativa Central;Araraquara;    5782;   199549; 34,512107;67,64294;118; 52,631579; 61,44201;100,00; 94,78; 94,78; 21,8454216; 93,5344279; 22,130078
Itapira;Campinas;Campinas;   73844;  3457944; 46,827691;67,63645;119; 65,880218; 56,26959; 99,19;100,00;100,00; 16,1089081; 73,7304315; 29,912463
Mombuca;Campinas;Piracicaba;    3470;    92901; 26,772622;67,62982;120; 48,275862; 58,77743; 92,12; 85,83; 85,83; 62,1836167; 91,4471172; 16,574522
José Bonifácio;São José do Rio Preto;São José do Rio Preto;   36198;  1389991; 38,399663;67,61113;121; 86,932849; 85,89342; 90,60; 83,30; 83,30;  0,0000000; 73,6286114; 37,234124
Guaraci;Barretos;Barretos;   10964;   376680; 34,356074;67,58740;122; 82,940109; 89,02821; 89,97; 85,22; 85,22;  0,0000000; 82,9196894; 25,401213
Bastos;Marília;Tupã;   21073;  1048120; 49,737579;67,58463;123; 47,368421; 57,05329; 89,38; 98,23; 98,23; 16,9389263; 99,1218022; 34,354603
Rosana;Presidente Prudente;Presidente Prudente;   17795;  1255100; 70,531048;67,56554;124; 48,275862; 57,83699; 88,77; 99,94; 99,94; 16,6038468; 96,2581138; 32,899486
Guapiaçu;São José do Rio Preto;São José do Rio Preto;   20637;   528980; 25,632602;67,55319;125; 79,854809; 84,79624; 88,43; 83,48; 83,48;  0,0000000; 52,5391371; 67,845351
Planalto;São José do Rio Preto;São José do Rio Preto;    5067;   220380; 43,493191;67,51829;126; 51,542650; 60,03135; 84,98; 97,39; 97,39; 16,7805119;100,0000000; 32,031790
Santa Salete;São José do Rio Preto;Jales;    1536;    33653; 21,909505;67,51580;127; 51,724138; 61,59875; 78,82;100,00;100,00; 13,2910711;100,0000000; 34,692467
Lins;Bauru;Lins;   77021;  3573980; 46,402669;67,49579;128; 53,357532; 60,50157;100,00; 91,21; 91,21; 16,6664590; 90,8616520; 36,159103
Catiguá;São José do Rio Preto;Catanduva;    7700;   118322; 15,366494;67,47899;129; 53,720508; 62,06897;100,00; 96,32; 96,32;  9,7549000; 93,9926180; 27,654918
Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4135;    83000; 20,072551;67,47521;130; 49,727768; 57,83699;100,00; 93,97; 93,97; 16,4461976;100,0000000; 27,850726
Lourdes;Araçatuba;Araçatuba;    2270;    38854; 17,116300;67,46030;131; 50,090744; 60,50157; 82,48;100,00;100,00; 10,9270820;100,0000000; 35,683022
Turmalina;São José do Rio Preto;Fernandópolis;    1827;    61407; 33,610837;67,43422;132; 53,720508; 62,53918; 92,84;100,00;100,00; 12,3751113;100,0000000; 17,998925
Jeriquara;Franca;Franca;    3202;    83557; 26,095253;67,42255;133; 51,905626; 61,75549;100,00;100,00;100,00; 10,1401130; 92,7580501; 22,821163
Palmeira d'Oeste;São José do Rio Preto;Jales;    9496;   169315; 17,830139;67,41910;134; 50,453721; 60,03135; 90,67;100,00;100,00; 13,8742955; 96,3344788; 27,988943
Teodoro Sampaio;Presidente Prudente;Presidente Prudente;   22914;   479182; 20,912193;67,41225;135; 50,272232; 59,09091; 90,22; 96,84; 96,84; 20,3567552; 97,3781341; 28,299931
Presidente Epitácio;Presidente Prudente;Presidente Prudente;   43897;   853036; 19,432672;67,40251;136; 48,820327; 58,93417; 93,40; 95,75; 95,75; 19,2277387; 97,3908617; 29,947017
Aspásia;São José do Rio Preto;Jales;    1842;    33181; 18,013572;67,37400;137; 54,446461; 63,63636; 88,22;100,00;100,00; 10,6028354; 95,1762759; 26,910082
Novo Horizonte;São José do Rio Preto;Catanduva;   40225;  1268736; 31,540982;67,33401;138; 46,823956; 55,95611; 95,06; 96,90; 96,90; 12,8615507; 94,1835306; 39,986946
Birigui;Araçatuba;Araçatuba;  120692;  3146638; 26,071637;67,32255;139; 77,132486; 81,50470;100,00; 98,72; 98,72;  2,5353785; 28,1786942; 51,789142
Riversul;Itapeva;Itapeva;    5792;    64894; 11,204075;67,29454;140; 54,990926; 63,79310; 81,79;100,00;100,00; 24,3704858; 96,8181240; 16,593719
Cândido Rodrigues;Região Administrativa Central;Araraquara;    2792;   115329; 41,306948;67,29341;141; 48,820327; 56,11285; 86,72; 99,90; 99,90; 19,7782806; 97,2763141; 29,839515
Auriflama;Araçatuba;Araçatuba;   15085;   294071; 19,494266;67,29067;142; 51,905626; 60,50157; 95,36; 94,34; 94,34; 11,5740558;100,0000000; 30,304077
Matão;Região Administrativa Central;Araraquara;   82307;  3821843; 46,433997;67,26069;143; 64,065336; 81,81818;100,00;100,00;100,00; 25,6319449; 53,8118875; 12,758197
Monte Alto;Ribeirão Preto;Ribeirão Preto;   49979;  1622754; 32,468717;67,23819;144; 46,823956; 55,95611;100,00;100,00;100,00; 14,9433424; 93,0762377; 27,105890
Iacri;Marília;Tupã;    6434;   205719; 31,973733;67,22303;145; 54,264973; 63,00940; 88,88;100,00;100,00; 11,8354751; 91,9053074; 27,889119
Guaíra;Barretos;Barretos;   40287;  3697276; 91,773426;67,20103;146; 90,199637; 93,57367;100,00; 80,00; 80,00;  6,5399908; 70,9431081; 16,351839
Mesópolis;São José do Rio Preto;Jales;    1926;    57279; 29,739875;67,17356;147; 53,176044; 62,53918; 93,25; 94,67; 94,67; 13,2016917; 98,0654194; 27,816171
Luiziânia;Araçatuba;Araçatuba;    5633;    70636; 12,539677;67,17251;148; 52,813067; 61,44201; 86,27;100,00;100,00; 12,4799376; 98,3326970; 26,042387
Coronel Macedo;Itapeva;Itapeva;    4840;    80082; 16,545868;67,13910;149; 54,990926; 63,79310; 82,70; 97,83; 97,83; 22,0696600;100,0000000; 17,899102
Cravinhos;Ribeirão Preto;Ribeirão Preto;   34651;  1035236; 29,876079;67,09993;150; 78,221416; 83,22884; 97,51; 91,81; 91,81;  2,6106290; 66,6412117; 24,967365
Indiaporã;São José do Rio Preto;Fernandópolis;    3951;    92773; 23,480891;67,06703;151; 50,998185; 60,50157; 84,60; 98,59; 98,59;  7,8882790;100,0000000; 35,368195
Palmares Paulista;São José do Rio Preto;Catanduva;   12730;   118360;  9,297722;67,02812;152; 55,898367; 63,63636; 84,89;100,00;100,00; 12,6892635; 90,5307369; 28,580204
Assis;Marília;Assis;  102924;  3303948; 32,100851;67,02331;153; 45,735027; 53,29154; 99,98; 99,56; 99,56; 13,8597943; 87,1579483; 37,042156
Inúbia Paulista;Presidente Prudente;Adamantina;    3933;   139899; 35,570557;67,00474;154; 46,279492; 53,91850; 88,80;100,00;100,00; 27,1775563; 93,5089729; 26,353375
Santa Mercedes;Presidente Prudente;Dracena;    2945;    77175; 26,205433;66,95648;155; 51,542650; 60,81505;100,00; 95,51; 95,51; 12,9518502; 92,3507700; 26,971512
Adamantina;Presidente Prudente;Adamantina;   35139;  1054541; 30,010558;66,87214;156; 45,916515; 54,38871;100,00; 97,37; 97,37; 20,8247569; 85,4397353; 33,667358
